data_series,avg,std
CPU Soft Interrupts#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9891790505973026,7.30859086144783E-6
CPU Soft Interrupts#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9860104177537028,1.848112409869797E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9945431265268769,1.52087001280764E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9950680072137439,2.4855347880770937E-6
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9934088746666623,4.290200819114253E-6
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9952272921335018,1.5136707489907304E-6
CPU Soft Interrupts#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,3.4336271037918295E-6
CPU Soft Interrupts#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9263791296428585,1.7609257861363572E-4
Active Memory#DIFFERENCE#CENTOS@Minor Page Faults#DIFFERENCE#CENTOS,0.9913552915134162,2.5161909448044933E-5
Active Memory#DIFFERENCE#CENTOS@FreePhysicalMemorySize#DIFFERENCE#JVM,-0.9838673428152103,0.005125707342356312
Minor Page Faults#DIFFERENCE#CENTOS@FreePhysicalMemorySize#DIFFERENCE#JVM,-0.9736196047552838,0.005302717351076304
Inactive Memory#DIFFERENCE#CENTOS@Cached Memory#DIFFERENCE#CENTOS,0.9874213741336577,3.704221170966601E-5
Inactive Memory#DIFFERENCE#CENTOS@Inactive Files#DIFFERENCE#CENTOS,0.9989669613647449,2.113167567848302E-6
CollectionCount#DIFFERENCE#JVM@HeapMemoryUsage.used#DIFFERENCE#JVM,-0.985354939466639,9.642313385723348E-4
CollectionCount#DIFFERENCE#JVM@OpenFileDescriptorCount#DIFFERENCE#JVM,-0.9765759973071924,8.539380377126152E-4
CollectionTime#PLAIN#JVM@Minor Page Faults#PLAIN#CENTOS,0.9722388340943086,1.847906899592699E-4
CollectionTime#PLAIN#JVM@Cached Memory#PLAIN#CENTOS,0.9269840193268407,5.804975040686181E-4
CollectionTime#PLAIN#JVM@Active Memory#PLAIN#CENTOS,0.9305383188732063,6.213501562756656E-4
CollectionTime#PLAIN#JVM@Inactive Memory#PLAIN#CENTOS,0.9265678346524,5.784750529554834E-4
CollectionTime#PLAIN#JVM@Free Virtual Pages#PLAIN#CENTOS,0.9692126981898085,1.613963781375683E-4
CollectionTime#PLAIN#JVM@PageOut#PLAIN#CENTOS,0.9020225010576253,0.001512065005988465
CollectionTime#PLAIN#JVM@Activated Virtual Pages#PLAIN#CENTOS,0.9179920460871324,5.777447541753803E-4
CollectionTime#PLAIN#JVM@Free Memory#PLAIN#CENTOS,-0.9365220474876123,5.556275726345946E-4
CollectionTime#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9813821897512158,8.131149523817365E-5
CollectionTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9797969249262837,1.2088583152443802E-4
CollectionTime#PLAIN#JVM@CollectionCount#PLAIN#JVM,0.9888285657167669,7.795912716745707E-5
CollectionTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9878926709585644,7.250199675144535E-5
CollectionTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9845976955092586,1.2187896772075646E-4
CollectionTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9881824151513661,7.852867371215E-5
CollectionTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9873278101604741,6.94424146037033E-5
CollectionTime#PLAIN#JVM@FreePhysicalMemorySize#PLAIN#JVM,-0.9364343617733306,5.538620452831504E-4
Minor Page Faults#PLAIN#CENTOS@Active Memory#PLAIN#CENTOS,0.986585240667075,6.7764548406962966E-6
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS,0.9910250387666336,1.3222777972305578E-5
Minor Page Faults#PLAIN#CENTOS@Free Memory#PLAIN#CENTOS,-0.9892628622631471,5.417499735752154E-6
Minor Page Faults#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9787007944503922,4.48538056250119E-5
Minor Page Faults#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.973115115631846,2.1193645477065004E-4
Minor Page Faults#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9837211473632748,1.2573974514691389E-5
Minor Page Faults#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9835499774238573,1.7269755715142964E-5
Minor Page Faults#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9778798934517223,3.1350907841517825E-5
Minor Page Faults#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9843986296396912,1.2456933106080873E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9910312267660537,8.523908532215724E-6
Minor Page Faults#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9891624516687136,5.758509077313965E-6
Cached Memory#DIFFERENCE#CENTOS@Inactive Files#DIFFERENCE#CENTOS,0.987807987560325,1.8121216078311353E-5
Cached Memory#PLAIN#CENTOS@Inactive Memory#PLAIN#CENTOS,0.999931240065255,7.439723671524884E-10
Cached Memory#PLAIN#CENTOS@Activated Virtual Pages#PLAIN#CENTOS,0.9956594131424902,5.176749685134622E-7
Cached Memory#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9217465473199665,1.2738683743736075E-4
Cached Memory#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9269218888821872,2.54748117515899E-4
Cached Memory#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9266879113735927,1.1449105694277212E-4
Cached Memory#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9268609623449714,1.4293404623644094E-4
Cached Memory#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9295654133612488,1.5319883223873876E-4
Cached Memory#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9272122445932823,1.1503419641788297E-4
Cached Memory#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9122532671151174,1.0274854971421549E-4
Active Memory#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS,0.9673331316839417,1.558283718660668E-4
Active Memory#PLAIN#CENTOS@Free Memory#PLAIN#CENTOS,-0.9998099050263553,3.016915318757417E-10
Active Memory#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9369536111411533,2.2882442074395135E-4
Active Memory#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9287692945800787,4.7193328955437924E-4
Active Memory#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9419018281037116,1.3871365920703902E-4
Active Memory#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9415423910857214,1.5916063629749043E-4
Active Memory#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9315955151857979,2.2256456933182208E-4
Active Memory#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9425571743225581,1.3813152867174524E-4
Active Memory#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9575941935951396,1.1865346100357443E-4
Active Memory#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9997261939728256,1.7958118888641137E-7
HeapMemoryUsage.used#DIFFERENCE#JVM@OpenFileDescriptorCount#DIFFERENCE#JVM,0.9716087114490484,0.0014723386155940622
Inactive Memory#PLAIN#CENTOS@Activated Virtual Pages#PLAIN#CENTOS,0.9964244962119618,5.011750640965834E-7
Inactive Memory#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9213096536125034,1.2164461502699833E-4
Inactive Memory#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9264859007686251,2.5049071154961244E-4
Inactive Memory#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9262012335281729,1.043454645756365E-4
Inactive Memory#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9263789942542642,1.2949630647947824E-4
Inactive Memory#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9290353917798704,1.4179115963890818E-4
Inactive Memory#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9267208840401973,1.0526362764307481E-4
Inactive Memory#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9117818794950977,9.50152548858922E-5
Free Virtual Pages#PLAIN#CENTOS@PageOut#PLAIN#CENTOS,0.9309729989339537,3.1863128432934636E-4
Free Virtual Pages#PLAIN#CENTOS@Free Memory#PLAIN#CENTOS,-0.9706215739458117,1.389958648747297E-4
Free Virtual Pages#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.982897555636241,2.039013727057677E-5
Free Virtual Pages#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9772372043752705,1.4641176469621704E-4
Free Virtual Pages#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.986293111914542,9.63953956336869E-7
Free Virtual Pages#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.986049524085896,4.064711143246319E-6
Free Virtual Pages#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9834062186985877,4.83412609797946E-6
Free Virtual Pages#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9868980288143466,8.379265711434319E-7
Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.989852992111334,9.001422817437404E-7
Free Virtual Pages#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9704498479999957,1.437052899904758E-4
PageOut#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9276956248716045,4.342401431304528E-4
PageOut#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9234633940321653,3.613866089963439E-4
PageOut#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.928530965109575,3.7227940165269303E-4
PageOut#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9280978498221872,3.9545772684263734E-4
PageOut#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9378893718303499,3.262041065274306E-4
PageOut#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9288370216259234,3.768044986742956E-4
PageOut#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9143747852550438,4.71637765172294E-4
Activated Virtual Pages#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9131873303274363,1.36351145080937E-4
Activated Virtual Pages#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9194608009854468,2.2926593476085494E-4
Activated Virtual Pages#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9173120985350461,8.841082313822265E-5
Activated Virtual Pages#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9175376265872851,9.888008425106851E-5
Activated Virtual Pages#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9198070302376539,1.439264307385169E-4
Activated Virtual Pages#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9178370490935095,8.734912555017214E-5
Activated Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9028994579412505,7.614934363582131E-5
Free Memory#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,-0.9425808440199798,2.0980065311230282E-4
Free Memory#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,-0.934808702041725,4.41733557818962E-4
Free Memory#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,-0.9475837319137892,1.2572734161958037E-4
Free Memory#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,-0.9472333579004845,1.4396009490731817E-4
Free Memory#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,-0.9376191574482869,2.0233681951082997E-4
Free Memory#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,-0.948240704556354,1.2528340040929617E-4
Free Memory#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,-0.9624385625679668,1.0591299534004065E-4
Free Memory#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,0.9999145621117138,1.907738131562946E-7
CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9865427536267163,2.5860994449201063E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM,0.9937614928183746,1.3645698827481673E-6
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9942217538548345,1.040892461501662E-6
CurrentThreadCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934391418865999,9.815447288240151E-7
CurrentThreadCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9944354033483963,1.1827753724712234E-6
CurrentThreadCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.063573072488732E-5
CurrentThreadCpuTime#PLAIN#JVM@FreePhysicalMemorySize#PLAIN#JVM,-0.9424273859320171,2.0986499883671417E-4
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9908541778503088,3.339663540790228E-5
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9906030074055974,3.805703433012879E-5
CPU Kernel Processes#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9878952377805876,2.735507356488881E-5
CPU Kernel Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9915782920970775,3.302026911194211E-5
CPU Kernel Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9880692257489732,9.207023195997116E-5
CPU Kernel Processes#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9347161998666408,4.3502103335422846E-4
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9987817712287004,6.414566474750908E-7
CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9977574408438381,3.283139674631182E-7
CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9993158877751976,1.518330839209377E-9
CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,6.662765338798439E-7
CollectionCount#PLAIN#JVM@FreePhysicalMemorySize#PLAIN#JVM,-0.9474695332202233,1.2754589775279418E-4
ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9976855965772158,3.3493026379283354E-6
ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.999373761440842,6.616948126479599E-7
ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9969115743268745,1.3313215051436642E-6
ProcessCpuTime#PLAIN#JVM@FreePhysicalMemorySize#PLAIN#JVM,-0.9471053733531583,1.4728439622708944E-4
CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9984027469213284,2.9857752766596324E-7
CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9923628991475247,6.57141064743798E-6
CPU Idle Processes#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9375039972770478,2.048601786819386E-4
TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9974776548815214,6.372924224702615E-7
TotalStartedThreadCount#PLAIN#JVM@FreePhysicalMemorySize#PLAIN#JVM,-0.9481292144547312,1.2691315965998658E-4
CPU User Processes#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9623248766735344,1.0791536961306831E-4
Free Memory#DIFFERENCE#CENTOS@Active Memory#DIFFERENCE#CENTOS@Minor Page Faults#DIFFERENCE#CENTOS,-0.9908700861813018,2.4742757324043064E-5
Inactive Files#PLAIN#CENTOS@Cached Memory#PLAIN#CENTOS@Inactive Memory#PLAIN#CENTOS,0.9999330254750596,4.3194190381790655E-10
Inactive Files#PLAIN#CENTOS@Cached Memory#PLAIN#CENTOS@Activated Virtual Pages#PLAIN#CENTOS,0.9964457079482019,4.817624969210208E-7
Inactive Files#PLAIN#CENTOS@Inactive Memory#PLAIN#CENTOS@Activated Virtual Pages#PLAIN#CENTOS,0.9964457079482019,4.813723094701643E-7
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9945431265268769,4.0064048008847335E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934088746666623,5.811070831921893E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9945431265268769,3.0345407617983703E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,4.95449711659947E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9937614928183746,2.8854398955558073E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.491750542070992E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934088746666623,6.775735607191346E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9950680072137439,3.999205537067824E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,5.919161891868923E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9942217538548345,3.5264272495787555E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.054256911820588E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934088746666623,5.803871568104983E-6
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,7.723827922906082E-6
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9934088746666623,5.271745547938268E-6
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,4.94729785278256E-6
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9944354033483963,2.696446121461954E-6
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9915782920970775,3.453393986093284E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,1.1957535636007554E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912350045438253,1.406935782867915E-5
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9910250387666336,2.1746686504521302E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9910312267660537,1.9159639257103043E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9910312267660537,9.190185066095568E-6
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9910312267660537,9.855230037359388E-6
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9910312267660537,1.5095319179653704E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9910312267660537,9.161200954685986E-6
Cached Memory#PLAIN#CENTOS@Inactive Memory#PLAIN#CENTOS@Activated Virtual Pages#PLAIN#CENTOS,0.9956594131424902,5.184189408806147E-7
Active Memory#PLAIN#CENTOS@Free Memory#PLAIN#CENTOS@FreePhysicalMemorySize#PLAIN#JVM,-0.9997261939728256,1.7988288041828712E-7
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9937614928183746,2.4054623442498293E-6
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934391418865999,2.3461146115721826E-6
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9937614928183746,2.5473452552193905E-6
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.2000300607635486E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.476120529065045E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934391418865999,2.0224371903256773E-6
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9942217538548345,2.223667833972885E-6
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.167662318638898E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,3.9097926791630455E-5
CurrentThreadCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934391418865999,2.1643201012952386E-6
CurrentThreadCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.1617275453711334E-5
CurrentThreadCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.1818506097358543E-5
CurrentThreadCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9915782920970775,3.420304448441333E-5
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9906030074055974,7.145366973803107E-5
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9908541778503088,6.641690451984438E-5
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9908541778503088,3.37249493753654E-5
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9908541778503088,3.4062911941782126E-5
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9906030074055974,7.10773034420709E-5
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9906030074055974,4.1406336968057125E-5
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9906030074055974,3.938835583527246E-5
CPU Kernel Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9915782920970775,3.331884663960807E-5
